institute_id,year,gr_total,gr_AmerInd_AlaskNtv,gr_Asian,gr_AfrAmer,gr_Hispanic,gr_Hi_PacIsland,gr_White,gr_2orMore,gr_unknown,gr_nonresAlien,co_total,co_AmerInd_AlaskNtv,co_Asian,co_AfrAmer,co_Hispanic,co_Hi_PacIsland,co_White,co_2orMore,co_unknown,co_nonresAlien,hr_total,hr_AmerInd_AlaskNtv,hr_Asian,hr_AfrAmer,hr_Hispanic,hr_Hi_PacIsland,hr_White,hr_2orMore,hr_unknown,hr_nonresAlien,e_total,e_AmerInd_AlaskNtv,e_Asian,e_AfrAmer,e_Hispanic,e_Hi_PacIsland,e_White,e_2orMore,e_unknown,e_nonresAlien
234827,2010,769.0,5.0,18.0,10.0,67.0,2.0,611.0,32.0,20.0,4.0,1379.0,10.0,41.0,19.0,107.0,5.0,1099.0,60.0,34.0,4.0,,,,,,,,,,,11614,79,411,315,952,39,8200,577,750,291
234827,2011,796.0,9.0,24.0,11.0,67.0,0.0,636.0,37.0,6.0,6.0,1425.0,11.0,49.0,30.0,120.0,1.0,1117.0,71.0,17.0,9.0,,,,,,,,,,,11320,56,398,312,1002,40,7829,596,766,321
234827,2012,781.0,5.0,20.0,10.0,61.0,0.0,631.0,40.0,10.0,4.0,1465.0,7.0,49.0,29.0,111.0,6.0,1157.0,82.0,17.0,7.0,,,,,,,,,,,11268,74,440,295,1117,44,7460,646,853,339
234827,2013,759.0,6.0,28.0,10.0,59.0,1.0,604.0,34.0,17.0,0.0,1479.0,12.0,50.0,29.0,115.0,3.0,1151.0,80.0,34.0,5.0,752.0,5.0,11.0,9.0,27.0,1.0,327.0,14.0,1174.0,17.0,11287,57,601,308,1290,43,7271,600,1076,41
234827,2014,829.0,1.0,23.0,12.0,63.0,1.0,657.0,40.0,22.0,10.0,1552.0,8.0,38.0,28.0,123.0,7.0,1214.0,81.0,37.0,16.0,746.0,12.0,41.0,28.0,72.0,8.0,1164.0,17.0,242.0,21.0,11799,65,532,365,1430,137,7327,710,1130,103
234827,2015,851.0,3.0,9.0,18.0,70.0,0.0,642.0,59.0,33.0,17.0,1646.0,10.0,32.0,48.0,128.0,2.0,1209.0,123.0,63.0,31.0,756.0,9.0,41.0,30.0,76.0,8.0,1134.0,15.0,296.0,17.0,11993,92,544,409,1548,73,7102,732,1143,350
234827,2016,876.0,4.0,17.0,15.0,100.0,5.0,622.0,57.0,44.0,12.0,1659.0,10.0,43.0,42.0,181.0,11.0,1148.0,108.0,93.0,23.0,772.0,12.0,38.0,36.0,87.0,9.0,1139.0,17.0,303.0,18.0,11971,76,463,438,1695,79,6778,759,1334,349
234827,2017,701.0,2.0,16.0,10.0,78.0,2.0,490.0,50.0,42.0,11.0,1360.0,5.0,39.0,37.0,153.0,7.0,912.0,98.0,86.0,23.0,760.0,10.0,40.0,32.0,94.0,8.0,1133.0,27.0,285.0,18.0,12901,76,504,490,2005,94,6938,935,1472,387
234827,2018,775.0,3.0,24.0,10.0,106.0,6.0,496.0,59.0,62.0,9.0,1416.0,13.0,42.0,25.0,191.0,16.0,889.0,114.0,102.0,24.0,753.0,8.0,51.0,30.0,60.0,5.0,1145.0,85.0,122.0,160.0,11590,62,450,454,1829,103,6004,891,1440,357
234827,2019,792.0,4.0,31.0,16.0,115.0,3.0,503.0,60.0,58.0,2.0,1386.0,11.0,40.0,35.0,212.0,4.0,856.0,117.0,104.0,7.0,738.0,12.0,45.0,29.0,132.0,6.0,1388.0,38.0,6.0,3.0,11658,63,512,459,1978,109,5934,920,1345,338
234827,2020,699.0,3.0,19.0,27.0,79.0,6.0,464.0,57.0,39.0,5.0,1198.0,8.0,36.0,50.0,157.0,16.0,723.0,113.0,83.0,12.0,664.0,10.0,35.0,23.0,128.0,4.0,1299.0,36.0,4.0,4.0,11174,73,526,473,1956,108,5698,955,1084,301
234915,2011,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,,,,,,,,,,,2302,16,86,152,53,15,1034,19,725,202
234915,2012,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,314.0,2.0,74.0,25.0,22.0,6.0,700.0,10.0,14.0,0.0,2297,16,98,137,93,16,933,12,666,326
234915,2015,7.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,15.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,297.0,2.0,62.0,20.0,31.0,6.0,547.0,2.0,130.0,0.0,2347,31,305,128,148,33,788,38,469,407
234915,2016,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,21.0,0.0,2.0,2.0,1.0,0.0,7.0,0.0,2.0,7.0,311.0,7.0,82.0,40.0,19.0,9.0,620.0,0.0,28.0,0.0,2246,11,62,112,59,8,470,31,1178,315
234915,2017,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,272.0,3.0,82.0,23.0,31.0,2.0,436.0,0.0,134.0,0.0,2199,11,61,100,63,0,394,19,1257,294
234915,2019,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,215.0,7.0,79.0,39.0,17.0,8.0,366.0,0.0,21.0,0.0,1960,14,138,176,101,12,835,61,357,266
235024,2010,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,,,,,,,,,,,836,7,49,30,54,6,577,44,50,19
235024,2011,74.0,0.0,0.0,2.0,5.0,0.0,52.0,0.0,13.0,2.0,163.0,1.0,2.0,4.0,12.0,0.0,114.0,0.0,24.0,6.0,,,,,,,,,,,833,9,46,29,58,4,568,42,60,17
235024,2012,72.0,0.0,6.0,1.0,4.0,0.0,49.0,2.0,9.0,1.0,147.0,2.0,11.0,8.0,8.0,0.0,92.0,2.0,21.0,3.0,151.0,3.0,11.0,11.0,6.0,3.0,237.0,8.0,39.0,0.0,791,8,45,23,61,5,526,49,52,22
235024,2013,81.0,0.0,2.0,3.0,2.0,0.0,69.0,3.0,1.0,1.0,173.0,1.0,5.0,10.0,5.0,0.0,133.0,3.0,14.0,2.0,146.0,3.0,15.0,14.0,7.0,0.0,229.0,7.0,42.0,0.0,778,6,44,29,73,3,492,63,47,21
235024,2014,103.0,2.0,7.0,6.0,5.0,2.0,72.0,4.0,2.0,3.0,205.0,2.0,11.0,10.0,8.0,2.0,146.0,6.0,15.0,5.0,135.0,3.0,16.0,11.0,5.0,0.0,226.0,7.0,41.0,0.0,767,6,43,29,76,2,484,63,42,22
235024,2015,104.0,0.0,6.0,3.0,7.0,1.0,73.0,4.0,8.0,2.0,190.0,0.0,8.0,5.0,13.0,1.0,127.0,5.0,29.0,2.0,135.0,2.0,15.0,11.0,3.0,0.0,226.0,5.0,44.0,0.0,724,2,41,27,80,4,437,58,52,23
235024,2016,101.0,1.0,7.0,5.0,7.0,0.0,67.0,7.0,5.0,2.0,209.0,2.0,15.0,8.0,17.0,0.0,132.0,12.0,19.0,4.0,129.0,4.0,9.0,10.0,4.0,0.0,201.0,7.0,33.0,0.0,674,5,36,21,75,5,426,64,30,12
235024,2017,113.0,2.0,1.0,5.0,12.0,0.0,77.0,6.0,9.0,1.0,213.0,3.0,5.0,7.0,19.0,1.0,146.0,11.0,18.0,3.0,144.0,4.0,12.0,13.0,7.0,0.0,220.0,13.0,49.0,0.0,658,5,29,22,90,4,405,64,31,8
235024,2018,97.0,0.0,7.0,3.0,16.0,0.0,55.0,8.0,4.0,4.0,164.0,1.0,11.0,4.0,23.0,1.0,99.0,14.0,6.0,5.0,109.0,2.0,13.0,11.0,5.0,0.0,175.0,10.0,38.0,0.0,626,4,36,20,87,2,379,63,29,6
235024,2019,90.0,1.0,6.0,2.0,6.0,1.0,62.0,9.0,2.0,1.0,166.0,1.0,9.0,10.0,17.0,1.0,102.0,21.0,4.0,1.0,110.0,2.0,11.0,11.0,10.0,0.0,146.0,9.0,40.0,0.0,602,4,37,28,79,1,348,57,29,19
235024,2020,83.0,0.0,7.0,2.0,12.0,1.0,49.0,12.0,0.0,0.0,160.0,0.0,8.0,6.0,24.0,1.0,98.0,19.0,4.0,0.0,87.0,1.0,5.0,11.0,8.0,0.0,109.0,7.0,53.0,0.0,482,4,31,21,50,0,287,48,26,15
235097,2010,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,5.0,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,10.0,,,,,,,,,,,11534,197,421,458,1032,39,7556,294,1305,232
235097,2011,744.0,8.0,40.0,20.0,60.0,0.0,536.0,0.0,78.0,2.0,1610.0,26.0,88.0,65.0,142.0,0.0,1124.0,0.0,157.0,8.0,,,,,,,,,,,12126,164,403,448,1154,40,7963,382,1279,293
235097,2012,656.0,10.0,21.0,16.0,47.0,2.0,464.0,10.0,84.0,2.0,1412.0,31.0,49.0,70.0,109.0,7.0,941.0,30.0,167.0,8.0,752.0,26.0,55.0,36.0,56.0,9.0,1313.0,3.0,7.0,6.0,12587,158,398,442,1366,46,8435,464,890,388
235097,2013,594.0,3.0,15.0,14.0,56.0,1.0,437.0,18.0,46.0,4.0,1313.0,21.0,44.0,70.0,112.0,10.0,897.0,47.0,97.0,15.0,775.0,24.0,56.0,32.0,64.0,6.0,1360.0,4.0,10.0,16.0,12791,153,375,429,1469,35,8500,531,899,400
235097,2014,681.0,11.0,29.0,22.0,71.0,2.0,496.0,15.0,32.0,3.0,1488.0,23.0,60.0,78.0,165.0,9.0,1019.0,39.0,82.0,13.0,784.0,24.0,62.0,40.0,78.0,5.0,1374.0,6.0,11.0,15.0,13453,167,395,432,1772,37,8667,604,975,404
235097,2015,668.0,6.0,14.0,30.0,73.0,4.0,468.0,20.0,48.0,5.0,1459.0,24.0,37.0,87.0,185.0,10.0,940.0,49.0,112.0,15.0,794.0,28.0,66.0,42.0,81.0,5.0,1385.0,14.0,19.0,23.0,12361,145,367,425,1546,37,8093,660,660,428
235097,2016,709.0,5.0,30.0,38.0,80.0,0.0,520.0,25.0,7.0,4.0,1524.0,26.0,80.0,105.0,193.0,1.0,1035.0,50.0,18.0,16.0,767.0,33.0,48.0,39.0,85.0,5.0,1350.0,12.0,11.0,54.0,12279,137,354,410,1653,38,7675,696,819,497
235097,2017,772.0,3.0,16.0,12.0,90.0,4.0,584.0,33.0,14.0,16.0,1472.0,11.0,39.0,55.0,198.0,7.0,1029.0,78.0,30.0,25.0,791.0,35.0,69.0,43.0,80.0,24.0,1391.0,14.0,21.0,24.0,12607,140,347,390,1842,35,7478,801,1069,505
235097,2018,686.0,2.0,19.0,16.0,87.0,1.0,507.0,32.0,3.0,19.0,1556.0,16.0,40.0,64.0,247.0,7.0,1047.0,97.0,8.0,30.0,722.0,38.0,41.0,37.0,81.0,9.0,1254.0,13.0,13.0,57.0,12633,118,366,408,1936,39,7347,816,1179,424
235097,2019,786.0,4.0,19.0,20.0,106.0,2.0,571.0,38.0,9.0,17.0,1469.0,13.0,42.0,55.0,211.0,5.0,1004.0,95.0,13.0,31.0,743.0,32.0,64.0,39.0,90.0,5.0,1272.0,23.0,8.0,22.0,12410,119,366,419,1912,57,7159,850,1212,316
235097,2020,852.0,10.0,19.0,33.0,116.0,1.0,602.0,49.0,10.0,12.0,1603.0,21.0,33.0,76.0,246.0,12.0,1073.0,110.0,18.0,14.0,644.0,25.0,56.0,32.0,79.0,3.0,1133.0,21.0,0.0,18.0,12349,133,390,415,1990,57,6709,789,1597,269
235167,2010,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,,,,,,,,,,,4833,170,128,219,260,24,3408,170,434,20
235167,2011,320.0,7.0,10.0,2.0,13.0,4.0,239.0,10.0,35.0,0.0,590.0,14.0,24.0,13.0,25.0,5.0,429.0,18.0,62.0,0.0,,,,,,,,,,,4794,121,122,217,305,19,3293,252,439,26
235167,2012,310.0,3.0,15.0,6.0,15.0,0.0,223.0,7.0,40.0,1.0,577.0,10.0,31.0,17.0,27.0,0.0,414.0,12.0,64.0,2.0,354.0,21.0,47.0,30.0,48.0,4.0,550.0,23.0,41.0,4.0,4509,109,114,215,295,23,3046,278,404,25
235167,2013,385.0,4.0,12.0,7.0,20.0,1.0,285.0,19.0,36.0,1.0,677.0,13.0,33.0,15.0,43.0,3.0,488.0,24.0,56.0,2.0,337.0,21.0,47.0,32.0,46.0,6.0,537.0,27.0,41.0,6.0,4398,111,100,225,306,14,2916,313,393,20
235167,2014,370.0,2.0,12.0,12.0,13.0,2.0,283.0,16.0,27.0,3.0,658.0,12.0,20.0,22.0,27.0,3.0,498.0,22.0,49.0,5.0,330.0,24.0,48.0,30.0,42.0,6.0,521.0,26.0,49.0,6.0,4219,109,91,227,324,13,2768,314,354,19
235167,2015,309.0,4.0,13.0,7.0,16.0,1.0,232.0,9.0,26.0,1.0,576.0,10.0,24.0,18.0,45.0,3.0,408.0,15.0,52.0,1.0,326.0,22.0,45.0,26.0,45.0,6.0,529.0,24.0,55.0,6.0,4190,101,116,205,406,14,2748,337,249,14
235167,2016,345.0,4.0,6.0,10.0,22.0,0.0,248.0,32.0,22.0,1.0,612.0,8.0,15.0,19.0,40.0,2.0,431.0,48.0,47.0,2.0,353.0,16.0,46.0,32.0,50.0,6.0,537.0,25.0,64.0,7.0,4089,102,112,198,422,14,2717,317,179,28
235167,2017,307.0,1.0,9.0,9.0,22.0,0.0,215.0,24.0,24.0,3.0,536.0,3.0,14.0,22.0,34.0,0.0,378.0,36.0,43.0,6.0,337.0,19.0,48.0,36.0,45.0,5.0,511.0,28.0,72.0,10.0,3907,111,102,193,421,18,2573,302,165,22
235167,2018,285.0,4.0,9.0,9.0,22.0,4.0,186.0,27.0,23.0,1.0,519.0,6.0,13.0,19.0,42.0,7.0,355.0,39.0,36.0,2.0,298.0,17.0,42.0,35.0,40.0,5.0,452.0,28.0,67.0,6.0,3327,109,86,171,388,16,2162,228,152,15
235167,2019,247.0,2.0,7.0,6.0,18.0,1.0,174.0,15.0,22.0,2.0,496.0,6.0,13.0,15.0,43.0,1.0,331.0,40.0,44.0,3.0,273.0,15.0,46.0,29.0,37.0,6.0,427.0,27.0,48.0,7.0,2854,109,77,145,357,11,1814,185,143,13
235167,2020,236.0,4.0,8.0,10.0,27.0,1.0,155.0,19.0,12.0,0.0,526.0,9.0,15.0,24.0,59.0,2.0,338.0,47.0,32.0,0.0,267.0,14.0,44.0,31.0,41.0,6.0,422.0,31.0,62.0,9.0,2281,103,58,121,283,11,1427,145,126,7
235316,2010,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,6.0,,,,,,,,,,,7738,101,237,183,365,71,5571,240,822,148
235316,2011,817.0,3.0,34.0,9.0,36.0,2.0,617.0,15.0,96.0,5.0,985.0,6.0,49.0,10.0,44.0,7.0,730.0,17.0,116.0,6.0,,,,,,,,,,,7764,78,233,160,508,52,5416,177,868,272
235316,2012,793.0,7.0,34.0,8.0,32.0,6.0,662.0,25.0,11.0,8.0,977.0,11.0,41.0,10.0,44.0,14.0,807.0,28.0,12.0,10.0,,,,,,,,,,,7781,74,253,162,561,35,5439,251,729,277
235316,2013,850.0,5.0,36.0,11.0,24.0,8.0,708.0,31.0,19.0,8.0,1033.0,7.0,40.0,15.0,29.0,11.0,851.0,36.0,28.0,16.0,731.0,15.0,46.0,18.0,49.0,6.0,1345.0,12.0,0.0,27.0,7605,75,262,125,581,34,5274,324,457,473
235316,2014,918.0,5.0,40.0,12.0,52.0,9.0,704.0,3.0,78.0,15.0,1104.0,8.0,50.0,16.0,62.0,11.0,837.0,4.0,98.0,18.0,,,,,,,,,,,7352,57,289,119,561,27,5131,307,420,441
235316,2015,1023.0,6.0,42.0,12.0,62.0,3.0,755.0,12.0,124.0,7.0,1237.0,11.0,54.0,15.0,80.0,6.0,898.0,16.0,149.0,8.0,724.0,17.0,42.0,14.0,54.0,3.0,1393.0,19.0,6.0,37.0,7491,58,313,123,629,35,5237,350,451,295
235316,2016,938.0,5.0,25.0,14.0,65.0,4.0,739.0,56.0,15.0,15.0,1118.0,6.0,30.0,14.0,84.0,7.0,875.0,63.0,18.0,21.0,770.0,18.0,47.0,20.0,65.0,5.0,1419.0,19.0,9.0,39.0,7567,62,339,127,659,22,5257,372,421,308
235316,2017,986.0,2.0,45.0,7.0,79.0,3.0,740.0,57.0,43.0,10.0,1130.0,4.0,46.0,7.0,91.0,3.0,837.0,69.0,52.0,21.0,760.0,17.0,51.0,16.0,65.0,4.0,1446.0,17.0,11.0,29.0,7506,61,322,128,691,25,5274,389,381,235
235316,2018,939.0,4.0,40.0,8.0,90.0,3.0,709.0,56.0,22.0,7.0,1094.0,4.0,49.0,11.0,107.0,4.0,808.0,69.0,26.0,16.0,794.0,16.0,51.0,23.0,71.0,5.0,1457.0,17.0,25.0,30.0,7563,57,351,132,716,27,5284,421,368,207
235316,2019,1044.0,8.0,52.0,12.0,97.0,2.0,779.0,60.0,24.0,10.0,1234.0,10.0,62.0,14.0,118.0,3.0,905.0,72.0,31.0,19.0,804.0,20.0,58.0,24.0,84.0,4.0,1474.0,20.0,35.0,30.0,7537,58,378,131,688,32,5253,449,359,189
235316,2020,921.0,4.0,56.0,10.0,99.0,1.0,674.0,39.0,27.0,11.0,1047.0,5.0,62.0,13.0,110.0,1.0,766.0,45.0,30.0,15.0,751.0,16.0,58.0,21.0,67.0,5.0,1331.0,17.0,49.0,43.0,7295,49,371,156,723,21,5036,470,298,171
235422,2010,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,1254,105,28,12,537,0,483,0,89,0
235422,2011,11.0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,75.0,10.0,0.0,1.0,57.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,1215,103,17,10,523,0,442,0,120,0
235422,2012,18.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,84.0,8.0,1.0,0.0,73.0,0.0,2.0,0.0,0.0,0.0,120.0,19.0,4.0,5.0,82.0,2.0,194.0,3.0,17.0,0.0,1150,90,12,10,537,0,375,17,106,3
235422,2013,14.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,76.0,12.0,0.0,0.0,58.0,0.0,6.0,0.0,0.0,0.0,117.0,16.0,4.0,6.0,88.0,3.0,173.0,4.0,22.0,0.0,1128,75,15,9,570,4,362,23,67,3
235422,2014,11.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,58.0,11.0,0.0,0.0,42.0,0.0,3.0,1.0,1.0,0.0,123.0,14.0,4.0,7.0,93.0,2.0,194.0,4.0,13.0,0.0,1241,56,20,14,588,1,429,47,78,8
235422,2015,17.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,94.0,14.0,0.0,1.0,71.0,0.0,5.0,2.0,1.0,0.0,130.0,17.0,3.0,8.0,103.0,2.0,200.0,4.0,4.0,2.0,1219,70,23,12,584,4,365,50,92,19
235422,2016,17.0,2.0,0.0,0.0,12.0,0.0,2.0,1.0,0.0,0.0,101.0,22.0,0.0,0.0,68.0,0.0,8.0,1.0,2.0,0.0,125.0,14.0,4.0,8.0,91.0,2.0,193.0,8.0,11.0,2.0,1124,61,20,10,624,2,323,26,43,15
235422,2017,25.0,1.0,0.0,0.0,19.0,0.0,2.0,3.0,0.0,0.0,111.0,21.0,0.0,0.0,77.0,0.0,9.0,3.0,1.0,0.0,132.0,14.0,6.0,7.0,97.0,2.0,210.0,6.0,11.0,0.0,1044,61,22,6,596,0,256,28,61,14
235422,2018,25.0,1.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,81.0,9.0,1.0,1.0,68.0,0.0,2.0,0.0,0.0,0.0,124.0,18.0,8.0,4.0,93.0,2.0,178.0,7.0,3.0,2.0,980,68,23,7,584,0,211,17,58,12
235422,2019,30.0,0.0,0.0,0.0,27.0,0.0,3.0,0.0,0.0,0.0,74.0,4.0,0.0,1.0,58.0,0.0,11.0,0.0,0.0,0.0,136.0,18.0,6.0,5.0,92.0,2.0,209.0,9.0,3.0,7.0,971,85,17,6,559,0,190,18,92,4
235422,2020,50.0,0.0,0.0,0.0,45.0,0.0,1.0,1.0,0.0,3.0,121.0,2.0,0.0,0.0,100.0,0.0,7.0,7.0,0.0,5.0,155.0,20.0,11.0,8.0,113.0,1.0,227.0,14.0,2.0,8.0,999,80,27,9,608,0,194,13,65,3
236133,2010,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,1422,20,86,76,80,0,977,0,147,36
236133,2011,108.0,2.0,4.0,2.0,1.0,1.0,74.0,1.0,22.0,1.0,213.0,5.0,8.0,5.0,2.0,1.0,140.0,3.0,44.0,5.0,,,,,,,,,,,1558,12,61,86,114,21,1068,41,118,37
236133,2012,89.0,0.0,5.0,0.0,8.0,0.0,62.0,3.0,10.0,1.0,186.0,1.0,9.0,5.0,12.0,0.0,131.0,9.0,18.0,1.0,,,,,,,,,,,1612,20,84,63,120,18,1180,38,47,42
236133,2013,76.0,0.0,8.0,2.0,4.0,0.0,55.0,1.0,4.0,2.0,177.0,2.0,15.0,6.0,8.0,0.0,131.0,5.0,7.0,3.0,208.0,3.0,15.0,8.0,13.0,0.0,355.0,8.0,3.0,0.0,1733,21,101,51,130,17,1252,47,63,51
236133,2014,105.0,0.0,7.0,2.0,3.0,0.0,78.0,6.0,9.0,0.0,198.0,0.0,14.0,6.0,12.0,0.0,139.0,10.0,17.0,0.0,,,,,,,,,,,1862,24,112,83,140,27,1205,82,133,56
236133,2015,98.0,1.0,10.0,2.0,8.0,0.0,43.0,2.0,29.0,3.0,191.0,1.0,18.0,11.0,12.0,0.0,96.0,6.0,44.0,3.0,223.0,2.0,18.0,6.0,16.0,0.0,387.0,7.0,3.0,0.0,1236,15,74,54,90,13,812,52,36,90
236133,2016,96.0,2.0,5.0,4.0,7.0,0.0,72.0,5.0,1.0,0.0,172.0,5.0,9.0,9.0,12.0,0.0,125.0,10.0,1.0,1.0,181.0,2.0,20.0,10.0,6.0,0.0,341.0,13.0,3.0,0.0,1226,18,60,60,99,13,786,56,15,119
236133,2017,103.0,1.0,4.0,1.0,7.0,0.0,82.0,5.0,0.0,3.0,175.0,2.0,6.0,7.0,11.0,1.0,133.0,8.0,2.0,5.0,175.0,2.0,20.0,14.0,9.0,0.0,318.0,18.0,0.0,0.0,1250,18,82,48,99,19,787,61,9,127
236133,2018,117.0,0.0,4.0,2.0,10.0,2.0,91.0,4.0,0.0,4.0,211.0,2.0,11.0,6.0,20.0,4.0,154.0,9.0,1.0,4.0,173.0,1.0,18.0,13.0,10.0,0.0,335.0,18.0,1.0,0.0,1321,20,81,52,110,18,818,86,4,132
236133,2019,116.0,0.0,2.0,2.0,7.0,1.0,92.0,8.0,0.0,4.0,201.0,0.0,10.0,5.0,11.0,2.0,160.0,9.0,0.0,4.0,181.0,1.0,30.0,12.0,6.0,1.0,336.0,18.0,4.0,0.0,1339,17,87,57,115,25,787,79,34,138
236133,2020,138.0,4.0,12.0,7.0,10.0,1.0,98.0,5.0,0.0,1.0,239.0,5.0,18.0,12.0,21.0,6.0,159.0,11.0,3.0,4.0,170.0,4.0,28.0,7.0,6.0,1.0,331.0,16.0,8.0,0.0,1184,12,79,42,92,10,654,70,137,88
236230,2010,462.0,1.0,22.0,2.0,11.0,0.0,379.0,2.0,40.0,5.0,697.0,4.0,34.0,9.0,26.0,1.0,540.0,3.0,72.0,8.0,,,,,,,,,,,3543,26,177,88,175,27,2597,201,52,200
236230,2011,456.0,1.0,15.0,7.0,11.0,2.0,392.0,8.0,17.0,3.0,687.0,10.0,33.0,9.0,19.0,3.0,550.0,11.0,45.0,7.0,,,,,,,,,,,3461,30,186,92,183,21,2565,204,40,140
